id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
UgyS8KDnBPc8FyKvXgZ4AaABAg,Makin banyak aja para laki2 bertulang lunak,UCrm42mfKGoGCgSLZVLOY6Sw,@malikazanjabila8019,1,2023-05-11T14:10:55Z
UgzSbWVGQ1GLAkHMupZ4AaABAg,Si cewek bodynya sexy bet yaa,UCmkqudyf5e9v3F_DoMasM6Q,@koleksimemory820,1,2023-05-20T12:55:50Z
UgwAOBQqlPdSIwzFN-Z4AaABAg,Jogetnya Asek,UCnV2qPklKxxhsPQb3zvj4CQ,@user-mp8nl9ky3l,1,2023-05-11T12:28:22Z
9p_3AoLsmYH9qNqo1pJV7B,Jogja bgus weekend difference places🛀😁🤭🏃🏃🏃🤭🤭,UC5IVGFRGMsbHKA4ib54y62A,@sulfinafajriah,1,2023-05-31T14:54:27Z
UgwIP52owiWMEcoKDCx4AaABAg,Udah pernah,UCMjfkJNFAJSE5KC3OlDBMxg,@JoProjo-yu3qe,1,2023-05-21T13:23:14Z
UgxnsPJCDKSsZxmqm_p4AaABAg,Rusaak rusak,UCx3d9tzPr9nitwDSgzjPnPQ,@AminRois-jr7bf,1,2023-05-11T02:09:28Z
UgxdSZ9W-9dTLplZuCp4AaABAg,Tutor tulang lunak 😅,UCqYBvM12-U3U-W7oOJBfLpQ,@esagarage9760,1,2023-05-23T09:57:11Z
UgxB88TjoSpWrs0ZLIl4AaABAg,"aku udah ke malioboro😁 disana aku liburan
 sama temen"" aku pertama 
di
1. jogja bay
2. taman pintar
3. Malioboro 
pas ke malioboro disana hujan 😩",UCkm8n-m21h-qwJswLlCEsAw,@eli_s342,1,2023-07-19T14:17:43Z
UgyFqlTKt7NXUjeUWcd4AaABAg,💖💖💖💖💖,UCYoz0djjvk1kIY-z3w2TlfQ,@auravivi9807,1,2023-05-23T08:30:59Z
UgwSjfle4akH86m_Ta54AaABAg,Ajarin dong kita nari kayak gitu,UCcbL0IdBsx7gBRfukYbQ2zg,@TubiTube845,1,2023-05-22T10:28:08Z
Ugzanx3EvBbryCdtwhJ4AaABAg,Bosen..itu mulu jogetanny..,UCbE6iRVJkWteJ6ASWSbjGlQ,@arisamudra8812,1,2023-05-22T09:51:50Z
